Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,DateTime
Wednesday,KIPLING STATION,MUIS,0,0,,BD,0,2023-07-05 21:55:00
Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-07-05 22:00:00
Wednesday,DUNDAS STATION,PUMEL,0,0,N,YU,0,2023-07-05 22:08:00
Wednesday,DAVISVILLE STATION,SUDP,11,18,N,YU,5991,2023-07-05 22:12:00
Wednesday,ST GEORGE YUS STATION,SUDP,5,12,S,YU,5751,2023-07-05 22:29:00
Wednesday,MUSEUM STATION,SUDP,7,14,S,YU,5751,2023-07-05 22:35:00
Wednesday,YONGE UNIVERSITY LINE,MUO,0,0,,YU,0,2023-07-05 23:23:00
Wednesday,CHRISTIE STATION,SUDP,0,0,,BD,0,2023-07-05 23:47:00
Wednesday,WARDEN STATION,MUSAN,0,0,W,BD,5238,2023-07-05 00:29:00
Wednesday,ROSEDALE STATION,SUDP,5,12,N,YU,5536,2023-07-05 00:36:00
Wednesday,BLOOR STATION,MUATC,3,10,N,YU,5546,2023-07-05 00:57:00
Wednesday,DUNDAS WEST STATION,SUUT,0,0,W,BD,5042,2023-07-05 01:09:00
Wednesday,VICTORIA PARK STATION,PUMEL,0,0,,BD,0,2023-07-05 01:58:00
Wednesday,DON MILLS STATION,MUIS,0,0,,SHP,0,2023-07-05 17:27:00
Wednesday,SHEPPARD-YONGE STATION,SUG,0,0,E,SHP,6166,2023-07-05 01:02:00
Thursday,SRT LINE,MRO,0,0,,SRT,0,2023-07-06 07:49:00
Thursday,YORK MILLS STATION,PUTWZ,17,0,N,YU,5671,2023-07-06 05:38:00
Thursday,EGLINTON STATION,PUTWZ,5,0,S,YU,5436,2023-07-06 05:45:00
Thursday,SCARBOROUGH CTR STATIO,MRUI,0,0,,SRT,0,2023-07-06 14:32:00
Thursday,KEELE STATION,EUVA,5,10,W,BD,5023,2023-07-06 05:54:00
Thursday,SCARBOROUGH CTR STATIO,MRUIR,0,0,,SRT,0,2023-07-06 17:55:00
Thursday,KIPLING STATION,SUG,3,6,E,BD,5025,2023-07-06 05:54:00
Thursday,LAWRENCE EAST TO KENNE,MRO,0,0,,SRT,0,2023-07-06 22:00:00
Thursday,SHEPPARD STATION,SUO,0,0,,YU,0,2023-07-06 06:06:00
Thursday,ISLINGTON STATION,MUD,5,8,W,BD,5154,2023-07-06 06:58:00
Thursday,ROSEDALE STATION,SUDP,0,0,S,YU,0,2023-07-06 07:16:00
Thursday,ISLINGTON STATION,MUSC,0,0,E,BD,5361,2023-07-06 07:18:00
Thursday,BLOOR STATION,PUMST,0,0,S,YU,0,2023-07-06 07:21:00
Thursday,ST PATRICK STATION,PUOPO,7,10,S,YU,5711,2023-07-06 07:35:00
Thursday,ST ANDREW STATION,EUDO,3,6,N,YU,6006,2023-07-06 07:35:00
Thursday,KIPLING STATION,SUAP,0,0,,BD,0,2023-07-06 08:08:00
Thursday,QUEEN STATION,TUS,7,10,N,YU,5846,2023-07-06 08:55:00
Thursday,BAY STATION,MUI,25,29,W,BD,5028,2023-07-06 09:23:00
Thursday,ST CLAIR WEST STATION,MUIRS,0,0,,YU,0,2023-07-06 10:26:00
Thursday,YONGE BD STATION,SUO,17,21,W,BD,5289,2023-07-06 11:10:00
Thursday,BLOOR STATION,SUO,17,22,N,YU,5596,2023-07-06 11:10:00
Thursday,DAVISVILLE STATION,SUDP,5,10,S,YU,5716,2023-07-06 11:21:00
Thursday,ST CLAIR STATION,TUO,5,10,S,YU,5601,2023-07-06 11:58:00
Thursday,EGLINTON STATION,SUAP,130,135,S,YU,5786,2023-07-06 12:17:00
Thursday,YORK UNIVERSITY STATIO,MUPAA,3,6,N,YU,5601,2023-07-06 12:51:00
Thursday,ST GEORGE BD STATION,MUIS,0,0,W,BD,0,2023-07-06 13:26:00
Thursday,DAVISVILLE STATION,PUMEL,0,0,,YU,0,2023-07-06 13:31:00
Thursday,COXWELL STATION,MUTO,4,8,E,BD,5105,2023-07-06 13:31:00
Thursday,UNION STATION,MUPAA,0,0,N,YU,5446,2023-07-06 14:20:00
Thursday,WILSON STATION,SUO,0,0,,YU,0,2023-07-06 14:50:00
Thursday,QUEEN STATION,MUATC,3,6,S,YU,5521,2023-07-06 15:01:00
Thursday,CHRISTIE STATION,EUSC,0,0,E,BD,5208,2023-07-06 15:03:00
Thursday,ST GEORGE YUS STATION,MUIS,0,0,S,YU,0,2023-07-06 15:19:00
Thursday,ST CLAIR STATION,MUPLB,23,28,N,YU,5871,2023-07-06 15:44:00
Thursday,ROYAL YORK STATION,MUSC,0,0,E,BD,5304,2023-07-06 15:52:00
Thursday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5082,2023-07-06 16:14:00
Thursday,CASTLE FRANK STATION,SUO,0,0,,BD,0,2023-07-06 16:17:00
Thursday,ROSEDALE STATION,MUPAA,3,6,N,YU,5576,2023-07-06 16:36:00
Thursday,LAWRENCE STATION,MUIS,0,0,,YU,0,2023-07-06 17:08:00
Thursday,DAVISVILLE STATION,TUCC,10,13,N,YU,5651,2023-07-06 17:18:00
Thursday,WELLESLEY STATION,MUIR,6,9,N,YU,5561,2023-07-06 17:29:00
Thursday,GREENWOOD STATION,MUIRS,0,0,,BD,0,2023-07-06 17:42:00
Thursday,DUNDAS STATION,MUIRS,0,0,,YU,0,2023-07-06 17:47:00
Thursday,DAVISVILLE STATION,MUATC,8,11,N,YU,5576,2023-07-06 17:51:00
Thursday,DUNDAS STATION,SUDP,33,36,N,YU,5966,2023-07-06 18:04:00
Thursday,LAWRENCE WEST STATION,MUPAA,0,0,N,YU,5566,2023-07-06 19:00:00
Thursday,KIPLING STATION,MUIS,0,0,,BD,0,2023-07-06 19:39:00
Thursday,BATHURST STATION,SUDP,0,0,,BD,0,2023-07-06 20:26:00
Thursday,BLOOR STATION,EUBK,10,15,N,YU,5401,2023-07-06 20:30:00
Thursday,WELLESLEY STATION,PUOPO,0,0,N,YU,5981,2023-07-06 20:58:00
Thursday,SPADINA BD STATION,SUDP,0,0,E,BD,5091,2023-07-06 21:41:00
Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-07-06 22:00:00
Thursday,ST GEORGE YUS STATION,SUUT,5,10,S,YU,5651,2023-07-06 22:17:00
Thursday,DONLANDS STATION,SUO,0,0,,BD,0,2023-07-06 22:54:00
Thursday,LINE 1 YUS (YORK MILLS,MUO,0,0,N,YU,0,2023-07-06 23:00:00
Thursday,EGLINTON WEST STATION,MUIS,0,0,N,YU,5826,2023-07-06 23:31:00
Thursday,SHEPPARD STATION,TUO,6,12,S,YU,5996,2023-07-06 23:57:00
Thursday,ROYAL YORK STATION,SUO,0,0,,BD,0,2023-07-06 00:59:00
Thursday,KEELE STATION,MUTO,3,11,W,BD,5263,2023-07-06 01:07:00
Thursday,KENNEDY BD STATION,MUIS,0,0,,BD,0,2023-07-06 01:19:00
Thursday,ROSEDALE STATION,MUI,19,25,N,YU,5701,2023-07-06 01:52:00
Thursday,KIPLING STATION,MUIS,0,0,,BD,0,2023-07-06 01:53:00
Thursday,SHEPPARD WEST SATION,SUDP,0,0,,YU,0,2023-07-06 01:54:00
Thursday,DON MILLS STATION,PUSO,10,17,W,SHP,6186,2023-07-06 02:13:00
Thursday,BAYVIEW STATION,MUIS,0,0,W,SHP,0,2023-07-06 09:31:00
Thursday,BESSARION STATION,SUDP,7,14,E,SHP,6151,2023-07-06 14:26:00
Friday,KIPLING STATION,SUO,0,0,,BD,0,2023-07-07 02:23:00
Friday,LAWRENCE EAST STATION,MRTO,0,0,N,SRT,3009,2023-07-07 11:00:00
Friday,KENNEDY BD STATION,MUIS,0,0,,BD,0,2023-07-07 02:34:00
Friday,SCARBOROUGH RAPID TRAN,MRO,0,0,,SRT,0,2023-07-07 12:21:00
Friday,FINCH STATION,MUIS,0,0,,YU,0,2023-07-07 03:06:00
Friday,SCARBOROUGH CTR STATIO,PREL,0,0,,SRT,0,2023-07-07 19:24:00
Friday,LAWRENCE EAST TO KENNE,MRO,0,0,,SRT,0,2023-07-07 22:00:00
Friday,WILSON GARAGE,MUTO,0,0,,YU,0,2023-07-07 03:11:00
Friday,SPADINA BD STATION,MUIS,0,0,,BD,0,2023-07-07 03:29:00
Friday,WILSON YARD,PUMO,0,0,,YU,0,2023-07-07 03:51:00
Friday,FINCH STATION,SUG,4,8,S,YU,5741,2023-07-07 05:55:00
Friday,EGLINTON STATION,MUATC,8,12,N,YU,5581,2023-07-07 06:08:00
Friday,KENNEDY BD STATION,PUSCR,3,6,E,BD,5293,2023-07-07 06:15:00
Friday,SHEPPARD WEST STATION,PUOPO,0,0,N,YU,5451,2023-07-07 06:30:00
Friday,DOWNSVIEW PARK STATION,PUOPO,4,8,N,YU,5451,2023-07-07 06:34:00
Friday,KIPLING STATION,SUO,0,0,,BD,0,2023-07-07 08:00:00
Friday,OSGOODE STATION,MUATC,3,6,N,YU,5591,2023-07-07 09:13:00
Friday,PAPE STATION,MUPAA,0,0,E,BD,5064,2023-07-07 09:39:00
Friday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0,2023-07-07 09:40:00
Friday,UNION STATION,MUIS,0,0,,YU,0,2023-07-07 10:03:00
Friday,QUEEN STATION,SUUT,28,33,N,YU,5671,2023-07-07 10:04:00
Friday,ISLINGTON STATION,TUMVS,7,11,E,BD,5004,2023-07-07 10:14:00
Friday,KENNEDY BD STATION,MUIRS,0,0,,BD,0,2023-07-07 10:20:00
Friday,WARDEN STATION,PUTSC,4,8,E,BD,5196,2023-07-07 11:53:00
Friday,BROADVIEW STATION,MUIRS,0,0,,BD,0,2023-07-07 12:05:00
Friday,WOODBINE STATION,SUDP,8,12,E,YU,5151,2023-07-07 12:26:00
Friday,DUNDAS WEST STATION,MUPAA,3,7,W,BD,5328,2023-07-07 12:54:00
Friday,SPADINA BD STATION,SUDP,0,0,E,BD,0,2023-07-07 13:21:00
Friday,SPADINA BD STATION,SUDP,0,0,W,BD,5183,2023-07-07 13:24:00
Friday,SPADINA YUS STATION,SUO,0,0,N,YU,5841,2023-07-07 13:25:00
Friday,KIPLING STATION,MUIS,0,0,,BD,0,2023-07-07 13:25:00
Friday,FINCH WEST STATION,SUG,0,0,S,YU,5956,2023-07-07 14:46:00
Friday,QUEEN STATION,PUMEL,0,0,S,YU,0,2023-07-07 15:04:00
Friday,FINCH WEST STATION,MUPAA,4,9,N,YU,5706,2023-07-07 15:41:00
Friday,KING STATION,MUPAA,4,9,N,YU,5671,2023-07-07 15:53:00
Friday,DUFFERIN STATION,MUIRS,0,0,,BD,0,2023-07-07 16:02:00
Friday,DONLANDS STATION,MUIRS,0,0,W,BD,5122,2023-07-07 16:09:00
Friday,DAVISVILLE STATION,PUOPO,3,6,S,YU,6116,2023-07-07 16:41:00
Friday,SHEPPARD STATION,PUMEL,0,0,,YU,0,2023-07-07 16:42:00
Friday,DAVISVILLE STATION,PUOPO,0,0,S,YU,5696,2023-07-07 16:56:00
Friday,RUNNYMEDE STATION,MUNCA,0,0,,BD,0,2023-07-07 17:18:00
Friday,ST CLAIR STATION,MUPAA,4,7,N,YU,5546,2023-07-07 17:20:00
Friday,DOWNSVIEW PARK STATION,PUOPO,0,0,N,YU,5826,2023-07-07 17:26:00
Friday,QUEEN STATION,MUPAA,0,0,S,YU,6106,2023-07-07 17:40:00
Friday,YONGE BD STATION,SUAP,0,0,E,BD,0,2023-07-07 18:08:00
Friday,LANSDOWNE STATION,MUSAN,15,18,E,BD,5163,2023-07-07 18:11:00
Friday,YONGE BD STATION,SUDP,4,7,W,BD,5103,2023-07-07 18:17:00
Friday,SUMMERHILL STATION,MUPAA,6,9,S,YU,5786,2023-07-07 18:18:00
Friday,BLOOR STATION,SUAP,0,0,N,YU,0,2023-07-07 18:23:00
Friday,KENNEDY BD STATION,MUIRS,0,0,,BD,0,2023-07-07 19:29:00
Friday,DUNDAS WEST STATION,SUO,0,0,E,BD,0,2023-07-07 19:38:00
Friday,DUFFERIN STATION,MUIS,0,0,,BD,0,2023-07-07 20:28:00
Friday,LAWRENCE STATION,EUYRD,5,10,S,YU,5786,2023-07-07 20:40:00
Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-07-07 22:00:00
Friday,SPADINA BD STATION,MUIS,0,0,,BD,0,2023-07-07 22:32:00
Friday,ST ANDREW STATION,SUDP,0,0,N,YU,5996,2023-07-07 22:32:00
Friday,BATHURST STATION,SUDP,0,0,,BD,0,2023-07-07 22:46:00
Friday,DUNDAS STATION,SUDP,0,0,N,YU,0,2023-07-07 23:07:00
Friday,SPADINA YUS STATION,SUAP,0,0,,YU,0,2023-07-07 23:11:00
Friday,WELLESLEY STATION,SUO,0,0,N,YU,0,2023-07-07 23:31:00
Friday,HIGH PARK STATION,MUSC,0,0,E,BD,5253,2023-07-07 23:32:00
Friday,SPADINA BD STATION,SUUT,21,29,W,BD,5034,2023-07-07 23:48:00
Friday,VICTORIA PARK STATION,PUMEL,0,0,,BD,0,2023-07-07 00:00:00
Friday,OSSINGTON STATION,MUPAA,0,0,E,BD,5009,2023-07-07 00:12:00
Friday,HIGHWAY 407 STATION,MUPLC,0,0,,YU,0,2023-07-07 00:34:00
Friday,BESSARION STATION,TUO,9,16,W,SHP,6171,2023-07-07 13:13:00
Friday,DON MILLS STATION,SUDP,0,0,,SHP,0,2023-07-07 00:46:00
Friday,DON MILLS STATION,MUIS,0,0,W,SHP,0,2023-07-07 01:00:00
Saturday,EGLINTON STATION,MUIS,0,0,N,YU,0,2023-07-08 02:03:00
Saturday,SCARBOROUGH RAPID TRAN,MRO,0,0,,SRT,0,2023-07-08 12:51:00
Saturday,LAWRENCE EAST STATION,SRDP,0,0,S,SRT,0,2023-07-08 20:40:00
Saturday,SPADINA BD STATION,MUIS,0,0,,BD,0,2023-07-08 02:40:00
Saturday,KENNEDY BD STATION,EUOE,0,0,E,BD,5324,2023-07-08 05:30:00
Saturday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2023-07-08 22:00:00
Saturday,DONLANDS STATION,EUSC,0,0,W,BD,5068,2023-07-08 05:45:00
Saturday,KENNEDY BD STATION,MUNCA,0,0,,BD,0,2023-07-08 06:20:00
Saturday,COXWELL STATION,SUAP,0,0,,BD,0,2023-07-08 07:44:00
Saturday,BATHURST STATION,SUO,0,0,,BD,0,2023-07-08 08:55:00
Saturday,ST GEORGE BD STATION,MUNCA,0,0,,BD,0,2023-07-08 09:06:00
Saturday,BATHURST STATION,MUNCA,0,0,,BD,0,2023-07-08 10:00:00
Saturday,YORK MILLS STATION,EUDO,6,10,N,YU,5491,2023-07-08 10:42:00
Saturday,BLOOR STATION,MUPAA,0,0,N,YU,6011,2023-07-08 11:29:00
Saturday,NORTH YORK CTR STATION,MUIE,0,0,,YU,0,2023-07-08 11:48:00
Saturday,UNION STATION,MUIS,0,0,,YU,0,2023-07-08 13:09:00
Saturday,WOODBINE STATION,SUDP,0,0,W,BD,0,2023-07-08 13:42:00
Saturday,SPADINA YUS STATION,SUDP,3,7,S,YU,5396,2023-07-08 14:21:00
Saturday,EGLINTON STATION,MUIR,20,24,N,YU,5666,2023-07-08 14:56:00
Saturday,NORTH YORK CTR STATION,MUIS,0,0,S,YU,0,2023-07-08 15:00:00
Saturday,DONLANDS STATION,MUIS,0,0,,BD,0,2023-07-08 15:03:00
Saturday,ST CLAIR STATION,SUAE,8,12,N,YU,5866,2023-07-08 15:23:00
Saturday,DAVISVILLE STATION,SUO,27,31,N,YU,5866,2023-07-08 15:30:00
Saturday,CHRISTIE STATION,TUSC,11,15,W,BD,5328,2023-07-08 16:18:00
Saturday,DONLANDS STATION,MUIS,0,0,W,BD,0,2023-07-08 16:32:00
Saturday,DUNDAS STATION,SUAP,0,0,,YU,0,2023-07-08 16:34:00
Saturday,BLOOR STATION,MUIRS,0,0,,YU,0,2023-07-08 17:13:00
Saturday,ST GEORGE YUS STATION,SUAP,0,0,,YU,5026,2023-07-08 17:13:00
Saturday,CHRISTIE STATION,MUSC,0,0,W,BD,5063,2023-07-08 17:30:00
Saturday,CHRISTIE STATION,MUSC,0,0,W,BD,5026,2023-07-08 17:35:00
Saturday,ST CLAIR STATION,SUDP,0,0,,YU,0,2023-07-08 17:51:00
Saturday,MAIN STREET STATION,EUSC,0,0,W,BD,5068,2023-07-08 18:05:00
Saturday,GREENWOOD STATION,MUIS,0,0,E,BD,0,2023-07-08 18:07:00
Saturday,DUNDAS WEST STATION,TUSC,0,0,W,BD,5263,2023-07-08 18:36:00
Saturday,PAPE STATION,MUPLC,0,0,,BD,0,2023-07-08 19:55:00
Saturday,FINCH STATION,SUO,19,24,N,YU,5911,2023-07-08 20:07:00
Saturday,KIPLING STATION,MUI,5,10,E,BD,5165,2023-07-08 20:15:00
Saturday,SUMMERHILL STATION,PUOPO,6,11,N,YU,5921,2023-07-08 20:23:00
Saturday,YONGE BD STATION,EUSC,0,0,W,BD,5321,2023-07-08 20:26:00
Saturday,SUMMERHILL STATION,PUOPO,6,11,N,YU,6061,2023-07-08 20:30:00
Saturday,SHEPPARD STATION,SUAP,0,0,,YU,0,2023-07-08 20:46:00
Saturday,ST GEORGE YUS STATION,MUIRS,0,0,S,YU,0,2023-07-08 21:20:00
Saturday,COLLEGE STATION,SUAP,0,0,N,YU,0,2023-07-08 21:47:00
Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-07-08 22:00:00
Saturday,KENNEDY BD STATION,SUO,0,0,,BD,0,2023-07-08 23:06:00
Saturday,YONGE BD STATION,TUO,9,15,W,BD,5240,2023-07-08 00:47:00
Saturday,SHERBOURNE STATION,MUPAA,4,10,E,BD,5045,2023-07-08 00:57:00
Saturday,FINCH STATION,SUDP,0,0,N,YU,5691,2023-07-08 01:03:00
Saturday,SHEPPARD WEST STATION,SUDP,0,0,S,YU,5571,2023-07-08 01:50:00
Saturday,DON MILLS STATION,MUIRS,0,0,,SHP,0,2023-07-08 09:41:00
Saturday,SHEPPARD-YONGE STATION,MUO,4,8,,SHP,6188,2023-07-08 18:32:00
Saturday,SHEPPARD-YONGE STATION,PUSTS,11,18,E,SHP,6166,2023-07-08 21:29:00
Sunday,LAWRENCE EAST STATION,MRPAA,3,10,N,SRT,3001,2023-07-09 08:40:00
Sunday,SPADINA BD STATION,MUIS,0,0,,BD,0,2023-07-09 04:43:00
Sunday,LATE OPENING - ST. GEO,MUO,0,0,,BD,0,2023-07-09 06:23:00
Sunday,MIDLAND STATION TO ELL,ERTC,91,98,S,SRT,3026,2023-07-09 09:12:00
Sunday,LAWRENCE EAST STATION,SRO,0,0,,SRT,0,2023-07-09 09:35:00
Sunday,WOODBINE STATION,MUNCA,0,0,,BD,0,2023-07-09 06:30:00
Sunday,SCARBOROUGH CTR STATIO,PREL,0,0,,SRT,0,2023-07-09 15:00:00
Sunday,SPADINA YUS STATION,SUO,0,0,,YU,0,2023-07-09 07:52:00
Sunday,LAWRENCE EAST STATION,SRO,28,35,N,SRT,3019,2023-07-09 19:40:00
Sunday,VAUGHAN MC STATION,MUDD,4,0,N,YU,5831,2023-07-09 07:53:00
Sunday,NORTH YORK CTR STATION,MUATC,3,0,S,YU,5806,2023-07-09 07:56:00
Sunday,SLOW ZONE LAWRENCE EAS,MRO,0,0,,SRT,0,2023-07-09 22:00:00
Sunday,KEELE STATION,SUG,5,10,W,BD,5321,2023-07-09 08:05:00
Sunday,BLOOR STATION,MUIE,0,0,,YU,0,2023-07-09 09:42:00
Sunday,DAVISVILLE STATION,PUOPO,0,0,N,YU,5781,2023-07-09 09:48:00
Sunday,FINCH STATION,SUDP,0,0,N,YU,6116,2023-07-09 10:04:00
Sunday,BROADVIEW STATION,MUD,4,8,W,BD,5244,2023-07-09 11:35:00
Sunday,MAIN STREET STATION,EUSC,4,8,W,BD,5068,2023-07-09 12:03:00
Sunday,DUNDAS STATION,SUO,0,0,,YU,0,2023-07-09 12:12:00
Sunday,VAUGHAN MC STATION,EUDO,4,8,S,YU,6056,2023-07-09 12:17:00
Sunday,BLOOR STATION,MUDD,6,10,N,YU,5931,2023-07-09 12:35:00
Sunday,QUEEN STATION,MUPAA,3,7,S,YU,6016,2023-07-09 12:38:00
Sunday,EGLINTON STATION,SUDP,7,11,S,YU,5541,2023-07-09 12:42:00
Sunday,GREENWOOD STATION,MUIRS,0,0,W,BD,0,2023-07-09 13:00:00
Sunday,ST CLAIR WEST STATION,MUPAA,5,9,S,YU,5991,2023-07-09 13:14:00
Sunday,GLENCAIRN STATION,PUMST,0,0,,YU,0,2023-07-09 14:21:00
Sunday,PAPE STATION,MUIS,0,0,,BD,0,2023-07-09 14:26:00
Sunday,PAPE STATION,PUMEL,0,0,,BD,0,2023-07-09 14:32:00
Sunday,WELLESLEY STATION,MUDD,9,13,N,YU,6091,2023-07-09 14:38:00
Sunday,EGLINTON STATION,SUO,0,0,,YU,0,2023-07-09 14:38:00
Sunday,WELLESLEY STATION,MUSAN,4,8,N,YU,6091,2023-07-09 14:43:00
Sunday,CASTLE FRANK STATION,MUIS,0,0,,BD,0,2023-07-09 15:48:00
Sunday,KIPLING STATION,SUO,5,9,E,BD,5280,2023-07-09 16:10:00
Sunday,RUNNYMEDE STATION,SUDP,10,14,E,BD,5228,2023-07-09 16:20:00
Sunday,ST CLAIR STATION,MUO,6,10,N,YU,6071,2023-07-09 16:33:00
Sunday,SHEPPARD STATION,SUEAS,8,12,N,YU,5761,2023-07-09 16:59:00
Sunday,ST ANDREW STATION,MUNCA,0,0,,YU,0,2023-07-09 17:07:00
Sunday,GREENWOOD STATION,TUSC,0,0,E,BD,5205,2023-07-09 17:09:00
Sunday,WARDEN STATION,SUDP,0,0,,BD,0,2023-07-09 17:40:00
Sunday,FINCH STATION,SUDP,7,14,,YU,0,2023-07-09 17:53:00
Sunday,BATHURST STATION,SUAP,16,21,E,BD,5249,2023-07-09 17:59:00
Sunday,DONLANDS STATION,SUAP,10,14,W,BD,5263,2023-07-09 18:01:00
Sunday,PAPE STATION,MUIRS,0,0,,BD,0,2023-07-09 20:00:00
Sunday,QUEEN STATION,SUAP,0,0,,YU,0,2023-07-09 20:13:00
Sunday,FINCH WEST STATION,PUMEL,0,0,,YU,0,2023-07-09 21:00:00
Sunday,KING STATION,MUPAA,3,9,N,YU,5911,2023-07-09 21:28:00
Sunday,CASTLE FRANK STATION,MUD,3,9,W,BD,5263,2023-07-09 21:47:00
Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2023-07-09 22:00:00
Sunday,OLD MILL STATION,TUSC,0,0,W,BD,5078,2023-07-09 22:10:00
Sunday,QUEEN STATION,SUDP,0,0,S,YU,0,2023-07-09 22:29:00
Sunday,KEELE STATION,SUDP,0,0,,BD,0,2023-07-09 22:30:00
Sunday,GLENCAIRN STATION,MUPAA,4,10,S,YU,5386,2023-07-09 22:35:00
Sunday,YORK MILLS STATION,MUIS,0,0,N,YU,0,2023-07-09 23:15:00
Sunday,ST ANDREW STATION,MUIS,0,0,,YU,0,2023-07-09 00:40:00
Sunday,CASTLE FRANK STATION,MUIS,0,0,,BD,0,2023-07-09 00:51:00
Sunday,GREENWOOD YARD,SUG,0,0,,BD,0,2023-07-09 01:01:00
Sunday,KENNEDY BD STATION,MUIS,0,0,,BD,5034,2023-07-09 01:40:00
Sunday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,2023-07-09 01:51:00
Sunday,KIPLING STATION,MUI,0,0,W,BD,5034,2023-07-09 01:54:00
Sunday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6161,2023-07-09 18:31:00
Monday,SCARBOROUGH RAPID TRAN,MRO,0,0,,SRT,0,2023-07-10 10:19:00
Monday,VAUGHAN MC STATION,SUO,0,0,,YU,0,2023-07-10 02:08:00
Monday,MCCOWAN STATION,ERNT,14,21,S,SRT,3024,2023-07-10 13:32:00
Monday,SPADINA BD STATION,MUIS,0,0,,BD,0,2023-07-10 02:31:00
Monday,EGLINTON STATION,TUNOA,4,8,N,YU,0,2023-07-10 05:56:00
Monday,SHEPPARD WEST STATION,MUIS,0,0,,YU,0,2023-07-10 06:25:00
Monday,YORK UNIVERSITY STATIO,MUPAA,3,6,S,YU,5686,2023-07-10 06:26:00
Monday,ISLINGTON STATION,EUSC,0,0,E,BD,5163,2023-07-10 06:29:00
Monday,KEELE STATION,MUIS,0,0,,BD,0,2023-07-10 06:30:00
Monday,ROYAL YORK STATION,EUSC,0,0,E,BD,5163,2023-07-10 06:32:00
Monday,MAIN STREET STATION,MUSAN,3,5,E,BD,5361,2023-07-10 07:43:00
Monday,LAWRENCE WEST STATION,PUOPO,0,0,N,YU,5841,2023-07-10 08:16:00
Monday,CASTLE FRANK STATION,MUIR,0,0,,BD,0,2023-07-10 08:25:00
Monday,WARDEN STATION,SUUT,7,9,W,BD,5269,2023-07-10 08:57:00
Monday,PAPE STATION,SUO,4,6,E,BD,5132,2023-07-10 09:27:00
Monday,ROYAL YORK STATION,SUDP,0,0,,BD,0,2023-07-10 09:54:00
Monday,JANE STATION,SUAP,0,0,,BD,0,2023-07-10 09:58:00
Monday,BAY STATION,MUIS,0,0,,BD,0,2023-07-10 10:11:00
Monday,KIPLING STATION,EUNT,4,8,W,BD,5009,2023-07-10 11:06:00
Monday,ST CLAIR WEST STATION,MUPAA,3,7,S,YU,6041,2023-07-10 11:38:00
Monday,ISLINGTON STATION,MUSC,0,0,E,BD,5289,2023-07-10 11:38:00
Monday,LAWRENCE STATION,SUAP,0,0,,YU,0,2023-07-10 11:45:00
Monday,QUEEN STATION,TUCC,5,10,S,YU,5816,2023-07-10 12:01:00
Monday,EGLINTON STATION,MUATC,0,0,N,YU,5811,2023-07-10 13:53:00
Monday,ROSEDALE STATION,SUDP,0,0,N,YU,5991,2023-07-10 13:58:00
Monday,WARDEN STATION,PUSTS,5,9,W,BD,5304,2023-07-10 14:26:00
Monday,YONGE BD STATION,SUDP,0,0,W,BD,5211,2023-07-10 15:38:00
Monday,BLOOR STATION,SUDP,0,0,S,YU,5841,2023-07-10 15:38:00
Monday,YONGE BD STATION,PUMEL,0,0,,BD,0,2023-07-10 16:06:00
Monday,WILSON STATION,EUDO,3,5,S,YU,5481,2023-07-10 16:11:00
Monday,YONGE BD STATION,MUIR,3,6,W,BD,5283,2023-07-10 16:11:00
Monday,SHEPPARD WEST STATION,MUO,8,13,S,YU,5471,2023-07-10 16:12:00
Monday,WELLESLEY STATION,SUDP,3,8,S,YU,5951,2023-07-10 16:21:00
Monday,YORK MILLS STATION,PUMEL,0,0,,YU,0,2023-07-10 16:47:00
Monday,FINCH STATION,TUO,3,6,S,YU,6116,2023-07-10 16:53:00
Monday,KEELE STATION,SUDP,0,0,W,BD,5122,2023-07-10 17:05:00
Monday,DUNDAS WEST STATION,SUDP,5,8,W,BD,5211,2023-07-10 17:41:00
Monday,DONLANDS STATION,SUPOL,11,14,W,BD,5283,2023-07-10 17:46:00
Monday,ST PATRICK STATION,SUDP,0,0,S,YU,5706,2023-07-10 18:25:00
Monday,DUFFERIN STATION,PUTIJ,0,0,W,BD,5281,2023-07-10 19:09:00
Monday,ST GEORGE YUS STATION,MUPAA,4,8,N,YU,6096,2023-07-10 20:05:00
Monday,ST PATRICK STATION,PUMEL,0,0,,YU,0,2023-07-10 20:19:00
Monday,HIGHWAY 407 STATION,MUATC,5,10,N,YU,5701,2023-07-10 20:26:00
Monday,DUFFERIN STATION,PUTIJ,5,10,W,BD,5127,2023-07-10 21:11:00
Monday,SHEPPARD WEST STATION,MUPAA,0,0,N,YU,6046,2023-07-10 21:26:00
Monday,YORKDALE STATION,MUPAA,5,12,S,YU,5871,2023-07-10 21:56:00
