Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,DateTime
Thursday,ST GEORGE BD STATION,SUUT,9,13,E,BD,5142,2022-01-06 07:57:00
Thursday,SUMMERHILL STATION,MUATC,5,8,S,YU,5851,2022-01-06 08:07:00
Thursday,SHERBOURNE STATION,MUIS,0,0,,BD,0,2022-01-06 08:22:00
Thursday,EGLINTON STATION,MUSC,0,0,N,YU,5396,2022-01-06 08:27:00
Thursday,KENNEDY BD STATION,MUIR,4,8,W,BD,5016,2022-01-06 08:53:00
Thursday,FINCH STATION,SUG,3,6,S,YU,5456,2022-01-06 09:02:00
Thursday,EGLINTON WEST STATION,PUOPO,0,0,N,YU,6086,2022-01-06 09:13:00
Thursday,WILSON STATION,PUOPO,5,8,N,YU,5581,2022-01-06 09:15:00
Thursday,EGLINTON WEST STATION,PUOPO,14,17,N,YU,5391,2022-01-06 09:38:00
Thursday,FINCH STATION,TUNOA,3,6,N,YU,0,2022-01-06 09:43:00
Thursday,BLOOR STATION,SUAP,0,0,,YU,0,2022-01-06 09:48:00
Thursday,GREENWOOD YARD,MUO,0,0,,BD,0,2022-01-06 10:07:00
Thursday,LAWRENCE WEST STATION,MUATC,0,0,N,YU,5751,2022-01-06 10:18:00
Thursday,DUNDAS WEST STATION,SUO,4,8,W,BD,5057,2022-01-06 10:47:00
Thursday,ST CLAIR WEST STATION,SUEAS,8,11,S,YU,5916,2022-01-06 11:40:00
Thursday,KEELE STATION,EUSC,0,0,E,BD,5230,2022-01-06 12:06:00
Thursday,BLOOR STATION,MUPAA,0,0,S,YU,6131,2022-01-06 13:05:00
Thursday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-06 13:12:00
Thursday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0,2022-01-06 13:30:00
Thursday,BLOOR STATION,MUATC,3,6,S,YU,5686,2022-01-06 13:35:00
Thursday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-06 13:44:00
Thursday,DUNDAS WEST STATION,EUSC,0,0,E,BD,5230,2022-01-06 13:44:00
Thursday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-06 13:58:00
Thursday,WILSON STATION,TUNOA,0,0,S,YU,0,2022-01-06 13:59:00
Thursday,CHRISTIE STATION,MUSC,0,0,W,BD,5252,2022-01-06 14:17:00
Thursday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-06 15:19:00
Thursday,KENNEDY BD STATION,MUIS,0,0,,BD,0,2022-01-06 15:29:00
Thursday,FINCH STATION,TUMVS,3,6,N,YU,5901,2022-01-06 15:45:00
Thursday,QUEEN STATION,SUDP,0,0,,YU,0,2022-01-06 15:46:00
Thursday,OSSINGTON STATION,SUDP,4,8,E,BD,5064,2022-01-06 15:51:00
Thursday,WELLESLEY STATION,MUIRS,0,0,,YU,0,2022-01-06 16:04:00
Thursday,FINCH WEST STATION,PUOPO,6,9,S,YU,6056,2022-01-06 16:05:00
Thursday,DAVISVILLE STATION,MUIRS,0,0,S,YU,5886,2022-01-06 16:32:00
Thursday,GUNN BUILDING,MUO,0,0,,,0,2022-01-06 16:40:00
Thursday,WELLESLEY STATION,MUIRS,0,0,,YU,0,2022-01-06 16:54:00
Thursday,ST CLAIR STATION,MUNCA,0,0,,YU,0,2022-01-06 17:00:00
Thursday,KIPLING STATION,MUNCA,0,0,,BD,0,2022-01-06 17:10:00
Thursday,DUNDAS STATION,MUIRS,0,0,S,YU,0,2022-01-06 17:26:00
Thursday,PIONEER VILLAGE STATIO,SUDP,9,12,S,YU,5661,2022-01-06 17:29:00
Thursday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-06 17:49:00
Thursday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-06 17:53:00
Thursday,WELLESLEY STATION,SUDP,0,0,,YU,0,2022-01-06 17:55:00
Thursday,ROSEDALE STATION,SUUT,3,6,N,YU,5406,2022-01-06 18:14:00
Thursday,BLOOR STATION,MUIS,0,0,S,YU,0,2022-01-06 18:26:00
Thursday,VAUGHAN MC STATION,MUSAN,3,6,S,YU,5941,2022-01-06 18:33:00
Thursday,ST CLAIR WEST STATION,MUIR,0,0,S,YU,5586,2022-01-06 18:39:00
Thursday,FINCH STATION,TUSUP,7,10,S,YU,5746,2022-01-06 19:18:00
Thursday,EGLINTON STATION,MUSC,3,6,S,YU,5861,2022-01-06 21:37:00
Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2022-01-06 22:00:00
Thursday,KIPLING STATION,MUIR,0,0,E,BD,5286,2022-01-06 22:20:00
Thursday,KING STATION,MUNCA,0,0,,YU,0,2022-01-06 23:45:00
Thursday,YONGE BD STATION,MUPAA,3,10,E,BD,5060,2022-01-06 00:56:00
Thursday,GREENWOOD YARD,EUOE,0,0,,BD,5005,2022-01-06 01:22:00
Thursday,KIPLING STATION,MUI,0,0,E,BD,5142,2022-01-06 01:56:00
Thursday,LESLIE STATION,MUNCA,0,0,,SHP,0,2022-01-06 23:20:00
Friday,FINCH STATION,MUIS,0,0,,YU,0,2022-01-07 02:04:00
Friday,MCCOWAN STATION,MRNOA,0,0,,SRT,0,2022-01-07 05:39:00
Friday,COLLEGE STATION,SUO,0,0,,YU,0,2022-01-07 02:10:00
Friday,MCCOWAN STATION,ERDO,0,0,N,SRT,3027,2022-01-07 07:19:00
Friday,DAVISVILLE YARD,PUMO,0,0,,YU,5252,2022-01-07 05:01:00
Friday,KENNEDY SRT STATION,TRO,5,10,N,SRT,3003,2022-01-07 10:17:00
Friday,LAWRENCE EAST TO KENNE,MRO,0,0,,SRT,0,2022-01-07 22:00:00
Friday,SHERBOURNE STATION,MUNCA,0,0,,BD,0,2022-01-07 05:09:00
Friday,KENNEDY BD STATION,SUG,6,12,W,BD,5020,2022-01-07 05:52:00
Friday,WILSON STATION,EUO,6,9,S,YU,5811,2022-01-07 05:55:00
Friday,EGLINTON STATION,MUATC,4,9,N,YU,5691,2022-01-07 06:00:00
Friday,YORKDALE STATION,PUOPO,10,13,S,YU,5571,2022-01-07 06:10:00
Friday,YORKDALE STATION,PUOPO,3,6,S,YU,5796,2022-01-07 06:10:00
Friday,DUNDAS STATION,MUNCA,0,0,,YU,0,2022-01-07 06:15:00
Friday,LAWRENCE WEST STATION,PUOPO,3,6,S,YU,5571,2022-01-07 06:22:00
Friday,KENNEDY BD STATION,EUDO,4,8,W,BD,5119,2022-01-07 06:30:00
Friday,ST GEORGE YUS STATION,MUNOA,9,12,N,YU,5826,2022-01-07 06:36:00
Friday,WILSON YARD,PUTD,3,6,N,YU,5981,2022-01-07 06:53:00
Friday,SHERBOURNE STATION,SUAE,18,22,E,BD,5115,2022-01-07 06:54:00
Friday,EGLINTON STATION,MUATC,5,8,S,YU,6131,2022-01-07 08:02:00
Friday,OSSINGTON STATION,MUO,0,0,,BD,0,2022-01-07 08:33:00
Friday,EGLINTON STATION,MUATC,6,9,S,YU,5686,2022-01-07 09:11:00
Friday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-07 09:29:00
Friday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-07 09:39:00
Friday,ST GEORGE YUS STATION,TUNOA,3,6,S,YU,0,2022-01-07 10:02:00
Friday,EGLINTON STATION,MUATC,4,7,S,YU,5626,2022-01-07 10:06:00
Friday,ISLINGTON STATION,SUO,4,8,E,BD,5225,2022-01-07 11:18:00
Friday,ISLINGTON STATION,SUO,3,7,E,BD,5263,2022-01-07 11:28:00
Friday,KIPLING STATION,MUIS,0,0,,BD,0,2022-01-07 12:05:00
Friday,ROYAL YORK STATION,SUUT,6,10,W,BD,5204,2022-01-07 12:20:00
Friday,SPADINA YUS STATION,PUOPO,0,0,N,YU,5686,2022-01-07 12:34:00
Friday,EGLINTON STATION,SUDP,4,7,S,YU,5851,2022-01-07 13:23:00
Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0,2022-01-07 13:30:00
Friday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-07 14:09:00
Friday,FINCH STATION,TUNOA,3,6,S,YU,5000,2022-01-07 14:58:00
Friday,ST GEORGE BD STATION,MUPAA,0,0,W,BD,5204,2022-01-07 15:15:00
Friday,FINCH WEST STATION,SUDP,0,0,N,YU,6106,2022-01-07 15:17:00
Friday,HIGHWAY 407 STATION,PUOPO,3,6,S,YU,5866,2022-01-07 15:22:00
Friday,PIONEER VILLAGE STATIO,PUOPO,4,7,S,YU,5866,2022-01-07 15:25:00
Friday,FINCH STATION,TUNOA,3,6,S,YU,5000,2022-01-07 15:50:00
Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000,2022-01-07 15:55:00
Friday,OLD MILL STATION,TUOS,4,8,E,BD,5142,2022-01-07 16:01:00
Friday,FINCH STATION,TUNOA,3,6,S,YU,5000,2022-01-07 16:02:00
Friday,VAUGHAN MC STATION,SUDP,3,6,S,YU,5731,2022-01-07 16:04:00
Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0,2022-01-07 16:07:00
Friday,DUNDAS WEST STATION,MUIS,10,14,E,BD,5016,2022-01-07 16:08:00
Friday,MAIN STREET STATION,SUDP,4,8,E,BD,5015,2022-01-07 16:12:00
Friday,FINCH STATION,MUIR,3,6,S,YU,6036,2022-01-07 16:22:00
Friday,FINCH STATION,TUNOA,5,10,S,YU,5000,2022-01-07 16:26:00
Friday,SHEPPARD STATION,MUIR,15,18,S,YU,5796,2022-01-07 16:37:00
Friday,ST CLAIR WEST STATION,MUNCA,0,0,,YU,0,2022-01-07 17:10:00
Friday,KENNEDY BD STATION,SUDP,25,29,W,BD,5368,2022-01-07 17:25:00
Friday,DUNDAS STATION,SUDP,0,0,N,YU,0,2022-01-07 17:30:00
Friday,DUNDAS STATION,MUPLC,0,0,N,YU,5846,2022-01-07 17:34:00
Friday,ST GEORGE YUS STATION,MUTO,7,10,S,YU,5951,2022-01-07 17:42:00
Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000,2022-01-07 17:45:00
Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000,2022-01-07 17:52:00
Friday,KENNEDY BD STATION,MUSAN,4,8,W,BD,5368,2022-01-07 17:55:00
Friday,QUEEN STATION,MUNCA,0,0,,YU,0,2022-01-07 17:55:00
Friday,FINCH STATION,TUNIP,3,6,S,YU,5851,2022-01-07 18:45:00
Friday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,5000,2022-01-07 18:55:00
Friday,ST GEORGE BD STATION,MUIS,0,0,,BD,0,2022-01-07 19:10:00
Friday,VAUGHAN MC STATION,MUSAN,3,6,S,YU,5886,2022-01-07 20:34:00
Friday,PAPE STATION,MUIRS,0,0,,BD,0,2022-01-07 21:02:00
Friday,BLOOR STATION,SUDP,11,14,S,YU,5626,2022-01-07 21:06:00
Friday,YONGE-UNIVERSITY/BLOOR,MUO,0,0,,YU/BD,0,2022-01-07 22:00:00
Friday,VAUGHAN MC STATION,TUNOA,5,10,S,YU,5000,2022-01-07 22:15:00
Friday,VAUGHAN MC STATION,TUNOA,5,10,S,YU,5000,2022-01-07 22:36:00
Friday,VAUGHAN MC STATION,TUNOA,5,10,S,YU,5000,2022-01-07 22:39:00
Friday,FINCH STATION,TUO,5,10,N,YU,5736,2022-01-07 22:44:00
Friday,SPADINA BD STATION,MUIS,0,0,,BD,0,2022-01-07 22:55:00
Friday,EGLINTON STATION,MUATC,3,8,S,YU,5686,2022-01-07 22:58:00
Friday,ST ANDREW STATION,MUNCA,0,0,,YU,0,2022-01-07 23:00:00
Friday,VAUGHAN MC STATION,PUOPO,5,10,S,YU,5886,2022-01-07 23:28:00
Friday,BROADVIEW STATION,SUUT,13,20,E,BD,5213,2022-01-07 00:04:00
Friday,EGLINTON STATION (MIGR,TUATC,16,21,S,YU,6011,2022-01-07 00:52:00
Friday,ST GEORGE YUS STATION,PUOPO,5,10,N,YU,5831,2022-01-07 00:57:00
Friday,EGLINTON STATION,MUATC,7,12,S,YU,6036,2022-01-07 01:10:00
Friday,DAVISVILLE STATION,MUATC,5,10,S,YU,6036,2022-01-07 01:35:00
Friday,MUSEUM STATION,MUIS,0,0,,YU,0,2022-01-07 01:41:00
Friday,LESLIE STATION,MUNCA,0,0,,SHP,0,2022-01-07 22:40:00
Saturday,KENNEDY SRT STATION,ERDO,0,0,N,SRT,3011,2022-01-08 11:11:00
Saturday,VAUGHAN MC STATION,MUIS,0,0,S,YU,6134,2022-01-08 02:46:00
Saturday,KENNEDY SRT STATION,ERTC,0,0,N,SRT,3007,2022-01-08 13:41:00
Saturday,WARDEN STATION,PUSTC,4,9,W,BD,5213,2022-01-08 06:36:00
Saturday,BATHURST STATION,MUIS,0,0,,BD,0,2022-01-08 08:01:00
Saturday,KENNEDY SRT STATION,MRO,4,10,N,SRT,3007,2022-01-08 15:06:00
Saturday,DUPONT STATION,MUSAN,5,11,N,YU,5951,2022-01-08 08:57:00
Saturday,MCCOWAN STATION,ERTC,6,12,S,SRT,3026,2022-01-08 15:17:00
Saturday,BLOOR STATION,MUIS,0,0,N,YU,0,2022-01-08 08:59:00
Saturday,SCARBOROUGH CTR STATIO,ERRA,3,9,S,SRT,3020,2022-01-08 17:06:00
Saturday,MCCOWAN STATION,PRO,6,12,S,SRT,3014,2022-01-08 17:33:00
Saturday,SHEPPARD WEST STATION,PUMO,0,0,,YU,0,2022-01-08 10:37:00
Saturday,ROSEDALE STATION,SUUT,9,13,N,YU,5451,2022-01-08 10:44:00
Saturday,SCARBOROUGH RAPID TRAN,MRO,0,0,,SRT,0,2022-01-08 21:57:00
Saturday,WILSON STATION,TUNIP,4,8,S,YU,6041,2022-01-08 11:15:00
Saturday,FINCH STATION,TUNOA,4,8,S,YU,0,2022-01-08 14:31:00
Saturday,ST GEORGE BD STATION,SUAP,7,11,W,BD,5096,2022-01-08 14:55:00
Saturday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5106,2022-01-08 15:05:00
Saturday,VAUGHAN MC STATION,TUNOA,4,8,S,YU,0,2022-01-08 15:33:00
Saturday,VAUGHAN MC STATION,TUNOA,4,8,S,YU,0,2022-01-08 15:48:00
Saturday,HIGHWAY 407 STATION,MUI,7,11,S,YU,5406,2022-01-08 16:26:00
Saturday,DUNDAS WEST STATION,TUMVS,0,0,W,BD,5171,2022-01-08 16:39:00
Saturday,BLOOR STATION,SUAE,3,7,S,YU,5521,2022-01-08 16:57:00
Saturday,BLOOR STATION,SUAE,0,0,S,YU,0,2022-01-08 16:57:00
Saturday,FINCH STATION,TUNOA,4,8,S,YU,0,2022-01-08 17:51:00
Saturday,DUNDAS STATION,MUNCA,0,0,,YU,0,2022-01-08 17:55:00
Saturday,COLLEGE STATION,MUIRS,0,0,,YU,0,2022-01-08 18:10:00
Saturday,HIGHWAY 407 STATION,PUOPO,0,0,N,YU,5851,2022-01-08 18:20:00
Saturday,DAVISVILLE STATION,SUDP,14,19,S,YU,5906,2022-01-08 18:52:00
Saturday,EGLINTON STATION,MUPAA,3,8,S,YU,5986,2022-01-08 19:08:00
Saturday,YONGE BD STATION,SUUT,0,0,W,BD,5011,2022-01-08 20:00:00
Saturday,ROYAL YORK STATION,PUMEL,0,0,,BD,0,2022-01-08 20:20:00
Saturday,MAIN STREET STATION,MUIS,0,0,,BD,0,2022-01-08 21:29:00
Saturday,FINCH WEST STATION,SUDP,0,0,N,YU,6131,2022-01-08 21:32:00
Saturday,KING STATION,MUNCA,0,0,,YU,0,2022-01-08 22:00:00
Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2022-01-08 22:00:00
Saturday,FINCH STATION,TUO,5,10,S,YU,5926,2022-01-08 22:13:00
Saturday,WILSON STATION,PUMEL,0,0,,YU,0,2022-01-08 22:50:00
Saturday,SHERBOURNE STATION,SUPOL,0,0,W,BD,5260,2022-01-08 22:55:00
Saturday,CASTLE FRANK STATION,SUPOL,0,0,W,BD,5274,2022-01-08 23:00:00
Saturday,WELLESLEY STATION,MUIS,0,0,,YU,0,2022-01-08 23:26:00
Saturday,DAVISVILLE STATION,SUDP,10,15,S,YU,5736,2022-01-08 00:14:00
Saturday,ST CLAIR STATION,PUTO,0,0,S,YU,0,2022-01-08 00:15:00
Saturday,WELLESLEY STATION,SUDP,0,0,S,YU,5761,2022-01-08 01:35:00
Saturday,KIPLING STATION,MUIS,0,0,,BD,0,2022-01-08 01:41:00
Saturday,LESLIE STATION,PUOPO,3,8,E,SHP,6176,2022-01-08 05:49:00
Saturday,LESLIE STATION,PUOPO,6,11,W,SHP,6171,2022-01-08 06:01:00
Sunday,FINCH STATION,MUIS,0,0,,YU,0,2022-01-09 02:02:00
Sunday,TORONTO TRANSIC COMMIS,MRO,0,0,,SRT,0,2022-01-09 08:00:00
Sunday,KENNEDY SRT STATION TO,MRO,0,0,,SRT,0,2022-01-09 22:00:00
Sunday,VAUGHAN MC STATION,MUI,0,0,S,YU,5916,2022-01-09 02:12:00
Sunday,VAUGHAN MC STATION,SUDP,0,0,S,YU,5316,2022-01-09 03:33:00
Sunday,UNION STATION,PUSAC,0,0,N,YU,5671,2022-01-09 06:18:00
Sunday,ST ANDREW STATION,PUEO,60,65,S,YU,5711,2022-01-09 07:55:00
Sunday,TORONTO TRANSIT COMMIS,MUO,0,0,,YU,0,2022-01-09 08:00:00
Sunday,FINCH WEST STATION,MUATC,5,11,N,YU,5796,2022-01-09 08:34:00
Sunday,EGLINTON STATION (MIGR,MUATC,4,10,S,YU,5941,2022-01-09 08:56:00
Sunday,LAWRENCE STATION,TUSC,0,0,S,YU,5441,2022-01-09 09:37:00
Sunday,HIGHWAY 407 STATION,PUOPO,6,12,S,YU,5611,2022-01-09 10:34:00
Sunday,LAWRENCE STATION,SUO,15,20,N,YU,5991,2022-01-09 11:13:00
Sunday,HIGH PARK STATION,MUNCA,0,0,,BD,0,2022-01-09 11:24:00
Sunday,KIPLING STATION,SUO,0,0,,BD,5321,2022-01-09 11:38:00
Sunday,EGLINTON STATION (MIGR,MUATC,4,9,S,YU,5581,2022-01-09 12:27:00
Sunday,YORK MILLS STATION,SUDP,8,11,S,YU,5736,2022-01-09 12:57:00
Sunday,WELLESLEY STATION,MUPAA,0,0,S,YU,5596,2022-01-09 13:35:00
Sunday,FINCH STATION,SUG,5,10,S,YU,5501,2022-01-09 13:49:00
Sunday,WOODBINE STATION,MUPR1,58,63,W,BD,5256,2022-01-09 13:57:00
Sunday,ISLINGTON STATION,TUMVS,5,10,E,BD,5259,2022-01-09 14:26:00
Sunday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5916,2022-01-09 14:39:00
Sunday,HIGHWAY 407 STATION,PUOPO,6,11,S,YU,5916,2022-01-09 14:41:00
Sunday,VAUGHAN MC STATION,PUOPO,0,0,S,YU,5471,2022-01-09 15:35:00
Sunday,HIGHWAY 407 STATION,PUOPO,5,10,S,YU,5471,2022-01-09 15:40:00
Sunday,QUEEN STATION,MUIS,0,0,N,YU,0,2022-01-09 16:03:00
Sunday,BATHURST STATION,SUO,0,0,E,BD,0,2022-01-09 16:35:00
Sunday,YONGE BD STATION,MUNCA,0,0,,BD,0,2022-01-09 17:01:00
Sunday,NORTH YORK CTR STATION,SUDP,3,8,N,YU,6066,2022-01-09 17:50:00
Sunday,ST GEORGE YUS STATION,MUATC,16,21,N,YU,5451,2022-01-09 19:03:00
Sunday,VICTORIA PARK STATION,SUPOL,0,0,E,BD,0,2022-01-09 19:06:00
Sunday,VAUGHAN MC STATION,PUOPO,7,14,S,YU,6136,2022-01-09 20:04:00
Sunday,ST CLAIR WEST STATION,SUROB,3,10,N,YU,6046,2022-01-09 21:09:00
Sunday,KIPLING STATION,SUEAS,4,11,W,BD,5209,2022-01-09 21:16:00
Sunday,FINCH STATION,MUI,7,14,S,YU,6031,2022-01-09 21:41:00
Sunday,YONGE-UNIVERSITY/BLOOR,MUO,0,0,,YU/BD,0,2022-01-09 22:00:00
Sunday,VAUGHAN MC STATION,PUOPO,4,11,S,YU,5971,2022-01-09 22:00:00
Sunday,HIGHWAY 407 STATION,PUOPO,6,13,S,YU,5971,2022-01-09 22:00:00
Sunday,FINCH STATION,TUNIP,5,12,S,YU,5716,2022-01-09 23:26:00
Sunday,SHERBOURNE STATION,SUDP,0,0,W,BD,5227,2022-01-09 23:27:00
Sunday,SHERBOURNE STATION,SUAP,0,0,,BD,0,2022-01-09 23:29:00
Sunday,BAY STATION,SUDP,0,0,E,BD,0,2022-01-09 00:11:00
Sunday,ST GEORGE YUS STATION,MUTO,4,11,S,YU,5691,2022-01-09 00:14:00
Sunday,YORK UNIVERSITY STATIO,PUOPO,0,0,N,YU,5796,2022-01-09 00:48:00
Sunday,BLOOR STATION,MUIS,0,0,N,YU,5811,2022-01-09 01:11:00
Sunday,TORONTO TRANSIT COMMIS,MUO,0,0,,SHP,0,2022-01-09 08:00:00
Sunday,SHEPPARD-YONGE STATION,TUMVS,0,0,E,SHP,6176,2022-01-09 08:16:00
Sunday,DON MILLS STATION,TUSC,0,0,E,SHP,6196,2022-01-09 21:08:00
Monday,FINCH STATION,MUIS,0,0,,YU,0,2022-01-10 02:19:00
Monday,SCARBOROUGH CTR STATIO,MRDD,0,0,S,SRT,3018,2022-01-10 20:49:00
Monday,FINCH STATION,MUIS,0,0,,YU,0,2022-01-10 02:23:00
Monday,LAWRENCE EAST TO KENNE,MRO,0,0,,SRT,0,2022-01-10 22:00:00
Monday,VAUGHAN MC STATION,MUI,0,0,,YU,6016,2022-01-10 02:38:00
Monday,KENNEDY BD STATION,SUDP,0,0,,BD,0,2022-01-10 03:46:00
Monday,BAY STATION,MUNCA,0,0,,BD,0,2022-01-10 05:25:00
Monday,HIGHWAY 407 STATION,PUMEL,0,0,,YU,0,2022-01-10 05:46:00
Monday,KEELE STATION,EUNT,3,6,W,BD,5083,2022-01-10 05:50:00
Monday,GREENWOOD STATION,EUCD,4,8,E,BD,5160,2022-01-10 07:12:00
Monday,FINCH STATION,MUSC,3,6,S,YU,5466,2022-01-10 07:51:00
Monday,BLOOR STATION,PUMEL,0,0,,YU,0,2022-01-10 08:01:00
Monday,ST GEORGE YUS STATION,SUDP,3,6,S,YU,5456,2022-01-10 10:14:00
Monday,WARDEN STATION,MUIS,0,0,,BD,0,2022-01-10 10:16:00
Monday,FINCH STATION,MUSC,0,0,S,YU,6101,2022-01-10 11:09:00
Monday,YORK MILLS STATION,SUDP,0,0,N,YU,6121,2022-01-10 11:10:00
Monday,DON MILLS STATION,MUIS,0,0,,YU,0,2022-01-10 11:19:00
Monday,GREENWOOD YARD,PUTO,0,0,,BD,0,2022-01-10 11:33:00
Monday,KENNEDY BD STATION,MUTO,3,6,W,BD,5322,2022-01-10 12:00:00
Monday,YORK MILLS STATION,SUDP,3,6,S,YU,5401,2022-01-10 12:04:00
Monday,EGLINTON STATION (MIGR,MUATC,4,7,S,YU,5486,2022-01-10 12:18:00
Monday,UNION STATION,PUMEL,0,0,,YU,0,2022-01-10 12:42:00
Monday,HIGH PARK STATION,MUPLB,29,33,W,BD,5365,2022-01-10 13:00:00
Monday,SHEPPARD WEST STATION,SUO,0,0,S,YU,5101,2022-01-10 13:14:00
Monday,EGLINTON STATION,SUDP,13,16,S,YU,5881,2022-01-10 13:54:00
Monday,VICTORIA PARK STATION,TUMVS,0,0,W,BD,5079,2022-01-10 14:41:00
Monday,FINCH STATION,TUNIP,7,11,S,YU,5961,2022-01-10 15:23:00
Monday,FINCH WEST STATION,MUPAA,3,6,N,YU,5851,2022-01-10 15:39:00
Monday,HIGHWAY 407 STATION,PUOPO,0,0,N,YU,5451,2022-01-10 15:45:00
Monday,LAWRENCE STATION,TUOS,4,7,N,YU,5526,2022-01-10 15:57:00
Monday,YONGE BD STATION,MUI,10,14,W,BD,5011,2022-01-10 16:01:00
Monday,CHRISTIE STATION,MUSC,0,0,W,BD,5096,2022-01-10 16:39:00
Monday,ST CLAIR STATION,MUIR,14,17,S,YU,6061,2022-01-10 16:43:00
Monday,WOODBINE STATION,MUIS,0,0,,BD,0,2022-01-10 16:47:00
Monday,SHEPPARD STATION,SUDP,0,0,S,YU,5996,2022-01-10 16:54:00
Monday,SHEPPARD STATION,SUO,0,0,N,YU,5886,2022-01-10 17:03:00
Monday,ST CLAIR WEST STATION,MUNCA,0,0,,YU,0,2022-01-10 17:10:00
Monday,KIPLING STATION,MUNCA,0,0,,BD,0,2022-01-10 17:10:00
Monday,YONGE BD STATION,MUNCA,0,0,,BD,0,2022-01-10 17:15:00
Monday,BLOOR STATION,SUDP,0,0,S,YU,0,2022-01-10 17:41:00
Monday,FINCH STATION,TUNOA,3,6,S,YU,0,2022-01-10 17:45:00
Monday,DONLANDS STATION,SUUT,8,12,E,BD,5252,2022-01-10 18:04:00
Monday,LANSDOWNE STATION,MUNCA,0,0,,BD,0,2022-01-10 19:15:00
Monday,FINCH STATION,SUO,0,0,,YU,0,2022-01-10 20:14:00
Monday,BAY STATION,MUIE,5,12,E,BD,5279,2022-01-10 20:19:00
Monday,COLLEGE STATION,MUIRS,7,10,N,YU,5641,2022-01-10 20:52:00
Monday,ST PATRICK STATION,MUPAA,0,0,S,YU,5981,2022-01-10 21:05:00
Monday,WELLESLEY STATION,SUDP,0,0,,YU,0,2022-01-10 21:12:00
Monday,SPADINA YUS STATION,SUDP,0,0,N,YU,6111,2022-01-10 21:23:00
Monday,KENNEDY BD STATION,MUIS,0,0,,BD,0,2022-01-10 21:36:00
Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0,2022-01-10 22:00:00
Monday,SHEPPARD STATION,SUUT,17,20,S,YU,5851,2022-01-10 22:03:00
Monday,EGLINTON STATION,MUIRS,0,0,,YU,0,2022-01-10 23:51:00
Monday,DUNDAS STATION,MUIRS,0,0,N,YU,0,2022-01-10 00:00:00
Monday,WARDEN STATION,PUSO,7,14,E,BD,5517,2022-01-10 01:57:00
Monday,DON MILLS STATION,MUSAN,0,0,W,SHP,6156,2022-01-10 17:28:00
Tuesday,GREENWOOD YARD,MUIE,0,0,,BD,0,2022-01-11 02:50:00
Tuesday,SCARBOROUGH RAPID TRAN,MRO,0,0,,SRT,0,2022-01-11 22:00:00
Tuesday,YONGE BD STATION,SUO,3,10,E,BD,5292,2022-01-11 02:56:00
Tuesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0,2022-01-11 03:40:00
Tuesday,WILSON YARD,PUMO,0,0,,YU,0,2022-01-11 04:46:00
Tuesday,BAY STATION,MUNCA,0,0,,BD,0,2022-01-11 05:07:00
Tuesday,SHERBOURNE STATION,MUNCA,0,0,,BD,0,2022-01-11 05:11:00
Tuesday,DOWNSVIEW PARK STATION,MUO,0,0,,,0,2022-01-11 05:20:00
Tuesday,DUNDAS WEST STATION,SUDP,0,0,,BD,0,2022-01-11 05:33:00
Tuesday,PAPE STATION,MUPAA,3,6,E,BD,5201,2022-01-11 07:01:00
Tuesday,KENNEDY BD STATION,MUTO,3,7,W,BD,5178,2022-01-11 07:42:00
Tuesday,VAUGHAN MC STATION,TUATC,3,6,S,YU,5396,2022-01-11 08:53:00
Tuesday,KENNEDY BD STATION,MUO,0,0,,,0,2022-01-11 09:02:00
Tuesday,SPADINA BD STATION,MUIRS,0,0,E,BD,0,2022-01-11 09:03:00
Tuesday,COLLEGE STATION,SUO,21,24,N,YU,5901,2022-01-11 09:12:00
Tuesday,SPADINA BD STATION,MUIS,0,0,,BD,0,2022-01-11 09:19:00
Tuesday,OSSINGTON STATION,PUSTS,3,7,W,BD,5006,2022-01-11 09:31:00
Tuesday,VICTORIA PARK STATION,PUSIS,0,0,W,BD,5178,2022-01-11 09:33:00
Tuesday,OSSINGTON STATION,TUMVS,3,6,W,BD,5279,2022-01-11 09:43:00
